Území;Čtvrtletí;Ukazatel;value
Česko;1. čtvrtletí 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.9251088275
Česko;1. čtvrtletí 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);34760.5876038044
Česko;1. čtvrtletí 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1809.6149769504
Česko;1. čtvrtletí 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);105.5
Česko;1. čtvrtletí 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4218.5542599281
Česko;1. čtvrtletí 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);15.2248036889
Česko;1. čtvrtletí 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3622081935
Česko;1. čtvrtletí 2020;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);33271.8099345252
Česko;1. čtvrtletí 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1594.1469699083
Česko;1. čtvrtletí 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);105.0324008172
Česko;4. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4086.2827609617
Česko;4. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-20.6222898517
Česko;4. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.4978629991
Česko;4. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);36634.1086215806
Česko;4. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2576.6229955345
Česko;4. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.6
Česko;4. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4252.6286975666
Česko;4. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);4.3350000616
Česko;4. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.1020409692
Česko;4. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);35201.1278598629
Česko;4. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2277.1189059243
Česko;4. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.9162868626
Česko;3. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4052.0261004991
Česko;3. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-25.1792249325
Česko;3. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.3824391238
Česko;3. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);34127.0489123393
Česko;3. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2442.1508429129
Česko;3. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.7
Česko;3. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4221.0373407629
Česko;3. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);6.3855825785
Česko;3. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.1515091387
Česko;3. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);32760.5945558435
Česko;3. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2108.9909225051
Česko;3. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.8805239286
Česko;2. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4067.7354248114
Česko;2. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-4.7888631148
Česko;2. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.8824104468
Česko;2. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);34576.0599645212
Česko;2. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2572.6293114769
Česko;2. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.0
Česko;2. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4229.9846235708
Česko;2. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);21.4908510921
Česko;2. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.5106542211
Česko;2. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);33249.8286599822
Česko;2. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2280.3760059692
Česko;2. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.3633074225
Česko;1. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4040.9020805497
Česko;1. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);2.8397863929
Česko;1. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0703254726
Česko;1. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);32950.972626854
Česko;1. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2524.0353955826
Česko;1. čtvrtletí 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.3
Česko;1. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4203.3294562392
Česko;1. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);30.9432232992
Česko;1. čtvrtletí 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.7416193413
Česko;1. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);31677.6629646169
Česko;1. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2230.27696035
Česko;1. čtvrtletí 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.5737688908
Česko;4. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4106.9050508134
Česko;4. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);39.3820505759
Česko;4. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.9682072006
Česko;4. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);34057.485626046
Česko;4. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2255.3841376309
Česko;4. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.1
Česko;4. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4248.293697505
Česko;4. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);45.4945034058
Česko;4. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.0824810157
Česko;4. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);32924.0089539386
Česko;4. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2145.5269742058
Česko;4. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.9708667751
Česko;3. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4077.2053254316
Česko;3. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);56.497554084
Česko;3. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.4051643963
Česko;3. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);31684.8980694264
Česko;3. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2450.6572524606
Česko;3. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.4
Česko;3. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4214.6517581844
Česko;3. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);64.3579190446
Česko;3. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.5506834345
Česko;3. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);30651.6036333384
Česko;3. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2330.1536835242
Česko;3. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.2275225585
Česko;2. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4072.5242879262
Česko;2. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);69.1369191099
Česko;2. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.7269605147
Česko;2. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);32003.4306530443
Česko;2. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2570.9852566478
Česko;2. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.7
Česko;2. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4208.4937724786
Česko;2. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);74.3890603554
Česko;2. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.7993995202
Česko;2. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);30969.452654013
Česko;2. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2467.639483249
Česko;2. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.6578333402
Česko;1. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4038.0622941568
Česko;1. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);80.5266985893
Česko;1. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.0347687758
Česko;1. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);30426.9372312714
Česko;1. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2393.3458760305
Česko;1. čtvrtletí 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.5
Česko;1. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4172.38623294
Česko;1. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);88.011266227
Česko;1. čtvrtletí 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1548282649
Česko;1. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);29447.3860042669
Česko;1. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2284.3716962921
Česko;1. čtvrtletí 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.4098608144
Česko;4. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4067.5230002376
Česko;4. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;4. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.4
Česko;4. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);31802.1014884151
Česko;4. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;4. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.8
Česko;4. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4202.7991940992
Česko;4. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;4. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.3
Česko;4. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);30778.4819797328
Česko;4. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;4. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.0
Česko;3. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4020.7077713476
Česko;3. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;3. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.2
Česko;3. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);29234.2408169657
Česko;3. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;3. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);106.7
Česko;3. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4150.2938391399
Česko;3. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;3. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.0
Česko;3. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);28321.4499498142
Česko;3. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;3. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.9
Česko;2. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4003.3873688164
Česko;2. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.0
Česko;2. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);29432.4453963964
Česko;2. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.2
Česko;2. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4134.1047121232
Česko;2. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.8
Česko;2. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);28501.8131707639
Česko;2. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.4
Česko;1. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3957.5355955675
Česko;1. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;1. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.2
Česko;1. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);28033.5913552409
Česko;1. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;1. čtvrtletí 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);105.1
Česko;1. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4084.374966713
Česko;1. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;1. čtvrtletí 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.9
Česko;1. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);27163.0143079748
Česko;1. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;1. čtvrtletí 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);105.3
Česko;4. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3970.9
Česko;4. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;4. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.6
Česko;4. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);29491.0
Česko;4. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;4. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.4
Česko;4. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4109.6
Česko;4. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;4. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.6
Česko;4. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);28496.0
Česko;4. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;4. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.4
Česko;3. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3932.5
Česko;3. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;3. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.5
Česko;3. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);27396.0
Česko;3. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;3. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.7
Česko;3. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4067.7
Česko;3. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;3. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.5
Česko;3. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);26485.0
Česko;3. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;3. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.7
Česko;2. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3925.6
Česko;2. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.9
Česko;2. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);27452.0
Česko;2. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.0
Česko;2. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4059.4
Česko;2. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.8
Česko;2. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);26547.0
Česko;2. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.0
Česko;1. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3873.8
Česko;1. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;1. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.1
Česko;1. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);26683.0
Česko;1. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;1. čtvrtletí 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.7
Česko;1. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4008.6
Česko;1. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;1. čtvrtletí 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1
Česko;1. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);25786.0
Česko;1. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;1. čtvrtletí 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.7
Česko;4. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3909.6
Česko;4. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;4. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.2
Česko;4. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);28258.0
Česko;4. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;4. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.7
Česko;4. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4046.7
Česko;4. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;4. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.2
Česko;4. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);27300.0
Česko;4. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;4. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.6
Česko;3. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3872.8
Česko;3. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;3. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.1
Česko;3. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);26163.0
Česko;3. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;3. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.5
Česko;3. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4006.1
Česko;3. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;3. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1
Česko;3. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);25292.0
Česko;3. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;3. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.5
Česko;2. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3851.8
Česko;2. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.1
Česko;2. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);26408.0
Česko;2. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2. čtvrtletí 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.3
Česko;2. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3985.8
Česko;2. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2. čtvrtletí 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1
Česko;2. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);25520.0
Česko;2. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2. čtvrtletí 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.3
